label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62
hello,0.11367914080619812,0.9754317998886108,7.152487455641676e-07,0.22829967737197876,0.9031342267990112,-0.03779514878988266,0.31290143728256226,0.7491937279701233,-0.035207632929086685,0.3534487783908844,0.6104155778884888,-0.030704094097018242,0.3772844076156616,0.5073025822639465,-0.024393852800130844,0.26071852445602417,0.5828918218612671,0.01612958125770092,0.29968297481536865,0.44425079226493835,0.0054195043630898,0.3160250186920166,0.35839390754699707,-0.01222997810691595,0.3288341462612152,0.28534188866615295,-0.026776624843478203,0.1906111240386963,0.5606055855751038,0.019239094108343124,0.21977922320365906,0.4088367223739624,0.013871405273675919,0.23809945583343506,0.315766304731369,-0.003920376766473055,0.2532821595668793,0.24092569947242737,-0.018608367070555687,0.11965341120958328,0.5718265771865845,0.013506180606782436,0.13193559646606445,0.4197942316532135,0.0008856186177581549,0.1415913701057434,0.32709264755249023,-0.018068846315145493,0.15358151495456696,0.2486935555934906,-0.033045317977666855,0.04654547572135925,0.6131556034088135,0.0028133809100836515,0.035372018814086914,0.5028892755508423,-0.01441624853760004,0.03246438503265381,0.4308312237262726,-0.025386933237314224,0.037734538316726685,0.3615686893463135,-0.033168941736221313
hello,0.11336959153413773,0.9771754741668701,7.058027904349728e-07,0.22976236045360565,0.9049521684646606,-0.038046907633543015,0.3133000135421753,0.7509000897407532,-0.036469634622335434,0.35295507311820984,0.612537145614624,-0.03315789997577667,0.3786766231060028,0.5115270614624023,-0.028234435245394707,0.25996285676956177,0.5823479890823364,0.0134825948625803,0.29970258474349976,0.44370728731155396,0.0007232203497551382,0.31714099645614624,0.3573530316352844,-0.01799846440553665,0.3310423493385315,0.2832508683204651,-0.033102571964263916,0.19009722769260406,0.5611304044723511,0.016181297600269318,0.218974307179451,0.40823787450790405,0.008922533132135868,0.23708835244178772,0.3153095245361328,-0.009218753315508366,0.2518714666366577,0.23930606245994568,-0.024099329486489296,0.11938343942165375,0.5729525089263916,0.010060478001832962,0.13009779155254364,0.42368942499160767,-0.0036793556064367294,0.1394592523574829,0.3322589695453644,-0.021898815408349037,0.15067198872566223,0.2540495693683624,-0.0362539067864418,0.04578292369842529,0.6145195960998535,-0.001157372142188251,0.0366949737071991,0.503677248954773,-0.01849927380681038,0.0346345454454422,0.4310464859008789,-0.02887507900595665,0.039114609360694885,0.36015763878822327,-0.03631645441055298
hello,0.10834642499685287,0.9709357023239136,7.523790941377229e-07,0.2179916352033615,0.8947287797927856,-0.038223881274461746,0.3004981577396393,0.7435266375541687,-0.037840500473976135,0.34235286712646484,0.6073246598243713,-0.03546251356601715,0.3649058938026428,0.5023900270462036,-0.030916865915060043,0.2512252926826477,0.5736309289932251,0.01561739668250084,0.2902546226978302,0.4341762959957123,0.003793765092268586,0.30699801445007324,0.3480476438999176,-0.015025253407657146,0.32063570618629456,0.27332451939582825,-0.030195530503988266,0.18209268152713776,0.5501454472541809,0.01850481703877449,0.2097117155790329,0.3971478343009949,0.012389855459332466,0.22920100390911102,0.30334240198135376,-0.006095650140196085,0.24673691391944885,0.22705194354057312,-0.02119610644876957,0.11174056679010391,0.5612531900405884,0.012469050474464893,0.1179557591676712,0.4112110733985901,-2.3001341105555184e-05,0.12746775150299072,0.3179081082344055,-0.018417520448565483,0.14077037572860718,0.23842892050743103,-0.032867491245269775,0.03966511785984039,0.6023895740509033,0.0013223412679508328,0.026904284954071045,0.4886414408683777,-0.01496951561421156,0.023206964135169983,0.414476215839386,-0.02476157434284687,0.028371840715408325,0.34289678931236267,-0.031592801213264465
hello,0.10845589637756348,0.9724699854850769,7.289260111065232e-07,0.21909449994564056,0.895051121711731,-0.039422035217285156,0.3012150526046753,0.7434879541397095,-0.04057130590081215,0.3415531516075134,0.6057130098342896,-0.039676085114479065,0.36810800433158875,0.5025263428688049,-0.036617230623960495,0.25159260630607605,0.57085782289505,0.013821220025420189,0.29053807258605957,0.430722177028656,0.0004340789164416492,0.3073388338088989,0.3442321717739105,-0.019146334379911423,0.3215252161026001,0.2699282467365265,-0.034724269062280655,0.1814565807580948,0.5480906963348389,0.017095059156417847,0.20815442502498627,0.39560723304748535,0.009968266822397709,0.22678542137145996,0.30406028032302856,-0.008187703788280487,0.24318161606788635,0.2293703556060791,-0.02293233573436737,0.11082693934440613,0.5597854256629944,0.0113203264772892,0.11746099591255188,0.4113959074020386,-0.0014880986418575048,0.1267920732498169,0.3208076059818268,-0.01842472329735756,0.1394456923007965,0.24292531609535217,-0.031956758350133896,0.038820236921310425,0.6018593907356262,0.00021470982756000012,0.027829870581626892,0.4920054078102112,-0.0153653584420681,0.02632831037044525,0.42077136039733887,-0.02399192936718464,0.03248630464076996,0.3512484133243561,-0.03012838214635849
hello,0.10344009846448898,0.9668917655944824,7.392368388536852e-07,0.20869170129299164,0.8908636569976807,-0.045205701142549515,0.29297494888305664,0.7434228658676147,-0.04907037317752838,0.3341965675354004,0.6033439040184021,-0.04989383742213249,0.3531292676925659,0.4893420934677124,-0.04813621565699577,0.24584181606769562,0.5677656531333923,0.009956165216863155,0.28420841693878174,0.43023520708084106,-0.005705005954951048,0.2985071539878845,0.34348660707473755,-0.02749195322394371,0.30986475944519043,0.26571255922317505,-0.045117493718862534,0.17695960402488708,0.5426328182220459,0.013844983652234077,0.2025122046470642,0.3918488025665283,0.0030412375926971436,0.21882364153862,0.2975502908229828,-0.018183918669819832,0.23328591883182526,0.22045406699180603,-0.035114314407110214,0.10508722811937332,0.5544126629829407,0.007888359017670155,0.10898448526859283,0.40310731530189514,-0.010656344704329967,0.115092433989048,0.3074985146522522,-0.03175944462418556,0.12451344728469849,0.22437670826911926,-0.047369711101055145,0.032508790493011475,0.5972960591316223,-0.0036944695748388767,0.01693090796470642,0.48262402415275574,-0.026507874950766563,0.007093936204910278,0.40556102991104126,-0.03982789069414139,0.005244255065917969,0.3290712833404541,-0.04852556064724922
hello,0.10212201625108719,0.9667612314224243,7.070636911521433e-07,0.20965802669525146,0.8929899334907532,-0.042623162269592285,0.29393115639686584,0.7425286173820496,-0.04580364376306534,0.3341899514198303,0.6026460528373718,-0.04671977460384369,0.35660097002983093,0.4935516119003296,-0.045198723673820496,0.24254047870635986,0.5657320022583008,0.010832189582288265,0.28024518489837646,0.4275846481323242,-0.005438616033643484,0.29570215940475464,0.3400014042854309,-0.02696525864303112,0.30841436982154846,0.2634025812149048,-0.04411190748214722,0.17323574423789978,0.5427466034889221,0.01359602902084589,0.19756755232810974,0.3917792737483978,0.002149650128558278,0.21401922404766083,0.2976616621017456,-0.018662940710783005,0.22859865427017212,0.2197193205356598,-0.035177722573280334,0.10286065936088562,0.5547769665718079,0.00682772696018219,0.10735020041465759,0.4060608744621277,-0.01109921745955944,0.11420170962810516,0.31209662556648254,-0.030225511640310287,0.1245911568403244,0.23094987869262695,-0.04452640935778618,0.03156194090843201,0.5978978276252747,-0.0054955859668552876,0.017011329531669617,0.4845794439315796,-0.026288805529475212,0.011442482471466064,0.40721672773361206,-0.03791521489620209,0.014329180121421814,0.3309350311756134,-0.04566558077931404
hello,0.09895393997430801,0.9604235887527466,7.216694370981713e-07,0.20562419295310974,0.8854129314422607,-0.04168723151087761,0.2906568944454193,0.7343648076057434,-0.04240038990974426,0.3297887444496155,0.5946472883224487,-0.04014362394809723,0.34846848249435425,0.48592203855514526,-0.03517310321331024,0.23683269321918488,0.562995970249176,0.013108999468386173,0.2758799195289612,0.4222380518913269,0.0004859109176322818,0.2923291325569153,0.337296724319458,-0.018647145479917526,0.30590999126434326,0.2627163231372833,-0.03416585177183151,0.16865696012973785,0.5390335917472839,0.017445378005504608,0.19415676593780518,0.38578367233276367,0.009571610949933529,0.21158140897750854,0.2922433018684387,-0.00980223249644041,0.22673818469047546,0.21832850575447083,-0.025398889556527138,0.09905590116977692,0.5495547652244568,0.012439901009202003,0.1031535193324089,0.3977372646331787,-0.002738872542977333,0.11050423979759216,0.30327174067497253,-0.022891134023666382,0.12091528624296188,0.2237534523010254,-0.03811338543891907,0.02907887101173401,0.5897755026817322,0.0022001988254487514,0.012360170483589172,0.47583767771720886,-0.016965366899967194,0.003278568387031555,0.4003223776817322,-0.029003245756030083,0.002508312463760376,0.3265271484851837,-0.03710062429308891
hello,0.10011018812656403,0.9594965577125549,7.308441922759812e-07,0.20487640798091888,0.8859128355979919,-0.043678488582372665,0.28957992792129517,0.7377892136573792,-0.04696877673268318,0.33138924837112427,0.5989266037940979,-0.04739103093743324,0.3508149981498718,0.4877912402153015,-0.04517167806625366,0.23726427555084229,0.5608166456222534,0.010889202356338501,0.2753145694732666,0.42103391885757446,-0.003870716318488121,0.2922912836074829,0.33484333753585815,-0.024493958801031113,0.30675366520881653,0.25918251276016235,-0.041021689772605896,0.16878674924373627,0.5388579964637756,0.014835000969469547,0.1937059462070465,0.3885400593280792,0.005030292086303234,0.21122188866138458,0.2961066663265228,-0.015188789926469326,0.22698743641376495,0.22189933061599731,-0.031483784317970276,0.09825825691223145,0.5511522889137268,0.009155824780464172,0.104303739964962,0.4018876552581787,-0.007695087231695652,0.11138628423213959,0.3066694438457489,-0.02753755822777748,0.12194813787937164,0.2254807949066162,-0.04259156808257103,0.02686220407485962,0.5931186676025391,-0.002040859078988433,0.009008541703224182,0.48199450969696045,-0.02270483784377575,-0.00029952824115753174,0.40557244420051575,-0.0350702665746212,-0.0010012835264205933,0.33020779490470886,-0.0433541014790535
hello,0.09262651950120926,0.9568440318107605,7.962628387758741e-07,0.19831983745098114,0.8851871490478516,-0.04716381058096886,0.2825043201446533,0.7359294295310974,-0.05031213164329529,0.3274407386779785,0.5948191285133362,-0.049696750938892365,0.3464494049549103,0.4807996153831482,-0.04602839797735214,0.23117323219776154,0.5590460300445557,0.013934524729847908,0.27075475454330444,0.4176028370857239,0.0014640239533036947,0.2871302664279938,0.3305325508117676,-0.018592681735754013,0.3001280426979065,0.25325632095336914,-0.03494556248188019,0.16381125152111053,0.5350908041000366,0.020594796165823936,0.18944914638996124,0.3829873204231262,0.012808711268007755,0.2071315199136734,0.2893238067626953,-0.007463888730853796,0.22273051738739014,0.21387800574302673,-0.02378355897963047,0.0936005488038063,0.5450133681297302,0.017066754400730133,0.0982172042131424,0.39475560188293457,0.0016929063713178039,0.10717171430587769,0.3000233769416809,-0.018084997311234474,0.119130939245224,0.2184324562549591,-0.03277735039591789,0.022987544536590576,0.5825421214103699,0.00761206541210413,0.011820554733276367,0.46485635638237,-0.011521083302795887,0.006033554673194885,0.3870975375175476,-0.023067031055688858,0.00817076861858368,0.3102439343929291,-0.030733438208699226
hello,0.09431423246860504,0.9571831226348877,7.856872912270774e-07,0.20038479566574097,0.8811763525009155,-0.043490659445524216,0.2834383547306061,0.7349046468734741,-0.045325517654418945,0.32789498567581177,0.5954006314277649,-0.04443545266985893,0.3480567932128906,0.4828190803527832,-0.040561407804489136,0.23232047259807587,0.5582247972488403,0.02054794318974018,0.27199557423591614,0.41772499680519104,0.009633013047277927,0.28866177797317505,0.3306097686290741,-0.009727333672344685,0.30193382501602173,0.2538953125476837,-0.0256128441542387,0.1644347459077835,0.5354610681533813,0.0257259551435709,0.1894504278898239,0.38387301564216614,0.019116181880235672,0.20628021657466888,0.29039883613586426,-0.0011219816515222192,0.22126182913780212,0.21450763940811157,-0.017519431188702583,0.09384618699550629,0.5459280014038086,0.020786387845873833,0.09987257421016693,0.39562806487083435,0.006278197281062603,0.1082725077867508,0.3003491163253784,-0.013470945879817009,0.11942673474550247,0.21922171115875244,-0.028228044509887695,0.02289596199989319,0.5833911299705505,0.01018274575471878,0.01064351201057434,0.46560412645339966,-0.008415712043642998,0.004272475838661194,0.3861694037914276,-0.02005722187459469,0.00619487464427948,0.3081057071685791,-0.027780719101428986
hello,0.0844227597117424,0.9475762248039246,8.527958357262833e-07,0.18626688420772552,0.872969925403595,-0.04834102839231491,0.26820293068885803,0.728836715221405,-0.05470199137926102,0.31843510270118713,0.5916633009910583,-0.057309139519929886,0.3367565870285034,0.4752524197101593,-0.05712215602397919,0.22267228364944458,0.5539377927780151,0.007111001294106245,0.26044216752052307,0.41282328963279724,-0.009612631052732468,0.2757253646850586,0.32409539818763733,-0.031424812972545624,0.28832554817199707,0.24617096781730652,-0.0482100211083889,0.15358866751194,0.5302524566650391,0.012947277165949345,0.17956045269966125,0.37561094760894775,0.0015987246297299862,0.1967756301164627,0.2815494239330292,-0.019049594178795815,0.21334578096866608,0.20433521270751953,-0.03493298590183258,0.0813104659318924,0.541550874710083,0.008689655922353268,0.08722037076950073,0.38890230655670166,-0.00937257707118988,0.09520767629146576,0.29193058609962463,-0.028595861047506332,0.1068100556731224,0.20903241634368896,-0.04239664971828461,0.009466215968132019,0.5806633830070496,-0.0016070600831881166,-0.003555983304977417,0.4643787741661072,-0.0227679256349802,-0.0112382173538208,0.38467419147491455,-0.034369733184576035,-0.009820312261581421,0.3060344159603119,-0.041578371077775955
hello,0.08920624107122421,0.9496514797210693,8.554371220270696e-07,0.19065842032432556,0.8707785606384277,-0.04419257119297981,0.2706456184387207,0.7279348373413086,-0.048487838357686996,0.3205760717391968,0.5941227674484253,-0.050152488052845,0.33899641036987305,0.48179003596305847,-0.04893827810883522,0.22046464681625366,0.553519070148468,0.01669604703783989,0.2597581744194031,0.4109821319580078,0.004183066543191671,0.27721691131591797,0.3210561275482178,-0.015101759694516659,0.29129931330680847,0.24412712454795837,-0.030432045459747314,0.15271739661693573,0.5337302088737488,0.021312931552529335,0.17794810235500336,0.3794383704662323,0.013196843676269054,0.1956683248281479,0.2835462689399719,-0.006564578507095575,0.21198010444641113,0.20467495918273926,-0.022186409682035446,0.08251099288463593,0.5459348559379578,0.015753671526908875,0.08753141760826111,0.3935312330722809,-0.0001515215408289805,0.09468957781791687,0.2957346439361572,-0.020232466980814934,0.10461707413196564,0.21322199702262878,-0.03490210324525833,0.013264670968055725,0.582771897315979,0.004487551283091307,-0.0032757222652435303,0.4668290913105011,-0.01552579365670681,-0.013134360313415527,0.38613051176071167,-0.028242699801921844,-0.013902232050895691,0.30715516209602356,-0.03655996173620224
hello,0.06582324206829071,0.9452534914016724,9.627407280277112e-07,0.17238906025886536,0.8710585832595825,-0.049309905618429184,0.25546205043792725,0.7326223850250244,-0.05977346748113632,0.3107592463493347,0.5976425409317017,-0.06778743118047714,0.3300466239452362,0.47782909870147705,-0.0729801207780838,0.2094002664089203,0.5522326231002808,0.016857922077178955,0.2466917634010315,0.4116210341453552,0.006874856073409319,0.26225364208221436,0.3196529448032379,-0.0091408034786582,0.2737685739994049,0.24549785256385803,-0.022078171372413635,0.14013366401195526,0.5324722528457642,0.022336723282933235,0.16563680768013,0.37732255458831787,0.018956853076815605,0.18271715939044952,0.2842559814453125,0.004052711185067892,0.2004561424255371,0.20488625764846802,-0.007658618502318859,0.06915976107120514,0.5442448258399963,0.016989193856716156,0.07518234103918076,0.391410768032074,0.004255732987076044,0.08380255848169327,0.2931790053844452,-0.012949737720191479,0.0943169891834259,0.21001550555229187,-0.025936169549822807,0.0016432404518127441,0.5843816995620728,0.005170010030269623,-0.021944284439086914,0.4783334732055664,-0.013882694765925407,-0.034803956747055054,0.4038988947868347,-0.025472041219472885,-0.038698479533195496,0.33430442214012146,-0.032684363424777985
